partid,partid0,period_id,treat_id,treat_id_label,treatment_code,promo_id,promo_yn,promo_yn_code,ext_impact_id,ext_impact_pn,ext_impact_pn_code,frcast_type_id,frcast_type_ab,frcast_type_code,forecaster_id,forecaster_type,forecaster_type_code,forecaster,forecaster_code,stat_frcast,experts,part_frcast,actual_sales,stat_mape,part_mape,abs_perc_error,adjustment,abs_scaled_error,expert_ape
74,Human,19,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,550,2450,2560,2667,79.38,9.08,4.01,2010,0.13,8.14
74,Human,20,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,3199,3000,3015,3330,3.93,9.08,9.46,-184,0.1,9.91
74,Human,21,5,No-promo_Positive-impact_Baseline-forecast,5,0,no promo,0,1,positive,1,0,baseline,0,1,human,1,Human,1,2973,3000,3011,3001,0.93,9.08,0.33,38,0,0.03
74,Human,22,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,2367,4400,4055,4001,40.84,9.08,1.35,1688,0.02,9.97
74,Human,23,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,1152,2000,2550,2490,53.73,9.08,2.41,1398,0.05,19.68
74,Human,24,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,2520,2300,2415,2506,0.56,9.08,3.63,-105,0.06,8.22
75,Human,1,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,127,740,800,746,82.98,13.26,7.24,673,0.21,0.8
75,Human,2,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,4601,4400,5000,3768,22.11,13.26,32.7,399,1.83,16.77
75,Human,3,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,2243,2350,2700,2480,9.56,13.26,8.87,457,0.11,5.24
75,Human,4,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,602,1991,750,2029,70.33,13.26,63.04,148,1.82,1.87
75,Human,5,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,410,3500,3200,3601,88.61,13.26,11.14,2790,0.49,2.8
75,Human,6,5,No-promo_Positive-impact_Baseline-forecast,5,0,no promo,0,1,positive,1,0,baseline,0,1,human,1,Human,1,1702,1530,1500,1499,13.54,13.26,0.07,-202,0,2.07
75,Human,7,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,1006,2150,2150,2320,56.64,13.26,7.33,1144,0.16,7.33
75,Human,8,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,3556,4527,4700,4434,19.8,13.26,6,1144,0.08,2.1
75,Human,9,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,4324,4000,4320,3698,16.93,13.26,16.82,-4,0.16,8.17
75,Human,10,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,2044,2050,2150,1906,7.24,13.26,12.8,106,0.21,7.56
75,Human,11,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,780,900,1000,1017,23.3,13.26,1.67,220,0.02,11.5
75,Human,12,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,1353,1300,1300,1260,7.38,13.26,3.17,-53,0.03,3.17
75,Human,13,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,1752,2400,1700,2449,28.46,13.26,30.58,-52,0.38,2
75,Human,14,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,3321,3500,3050,3301,0.61,13.26,7.6,-271,0.11,6.03
75,Human,15,5,No-promo_Positive-impact_Baseline-forecast,5,0,no promo,0,1,positive,1,0,baseline,0,1,human,1,Human,1,427,510,420,521,18.04,13.26,19.39,-7,0.2,2.11
75,Human,16,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,780,850,920,796,2.01,13.26,15.58,140,0.28,6.78
75,Human,17,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,3831,4155,4230,3980,3.74,13.26,6.28,399,0.09,4.4
75,Human,18,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,4211,3988,4150,3999,5.3,13.26,3.78,-61,0.08,0.28
75,Human,19,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,550,2450,2375,2667,79.38,13.26,10.95,1825,0.35,8.14
75,Human,20,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,3199,3000,3500,3330,3.93,13.26,5.11,301,0.05,9.91
75,Human,21,5,No-promo_Positive-impact_Baseline-forecast,5,0,no promo,0,1,positive,1,0,baseline,0,1,human,1,Human,1,2973,3000,3100,3001,0.93,13.26,3.3,127,0.03,0.03
75,Human,22,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,2367,4400,5000,4001,40.84,13.26,24.97,2633,0.36,9.97
75,Human,23,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,1152,2000,2100,2490,53.73,13.26,15.66,948,0.31,19.68
75,Human,24,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,2520,2300,2400,2506,0.56,13.26,4.23,-120,0.07,8.22
76,Human,1,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,127,740,850,746,82.98,12.19,13.94,723,0.41,0.8
76,Human,2,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,4601,4400,4450,3768,22.11,12.19,18.1,-151,1.01,16.77
76,Human,3,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,2243,2350,2300,2480,9.56,12.19,7.26,57,0.09,5.24
76,Human,5,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,410,3500,3550,3601,88.61,12.19,1.42,3140,0.06,2.8
76,Human,6,5,No-promo_Positive-impact_Baseline-forecast,5,0,no promo,0,1,positive,1,0,baseline,0,1,human,1,Human,1,1702,1530,1557,1499,13.54,12.19,3.87,-145,0.04,2.07
76,Human,7,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,1006,2150,2150,2320,56.64,12.19,7.33,1144,0.16,7.33
76,Human,8,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,3556,4527,4653,4434,19.8,12.19,4.94,1097,0.06,2.1
76,Human,9,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,4324,4000,4430,3698,16.93,12.19,19.79,106,0.18,8.17
76,Human,10,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,2044,2050,1758,1906,7.24,12.19,7.76,-286,0.13,7.56
76,Human,11,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,780,900,843,1017,23.3,12.19,17.11,63,0.21,11.5
76,Human,12,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,1353,1300,1427,1260,7.38,12.19,13.25,74,0.12,3.17
76,Human,13,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,1752,2400,2488,2449,28.46,12.19,1.59,736,0.02,2
76,Human,14,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,3321,3500,3127,3301,0.61,12.19,5.27,-194,0.08,6.03
76,Human,15,5,No-promo_Positive-impact_Baseline-forecast,5,0,no promo,0,1,positive,1,0,baseline,0,1,human,1,Human,1,427,510,421,521,18.04,12.19,19.19,-6,0.2,2.11
76,Human,16,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,780,850,924,796,2.01,12.19,16.08,144,0.29,6.78
76,Human,17,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,3831,4155,3973,3980,3.74,12.19,0.18,142,0,4.4
76,Human,18,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,4211,3988,4327,3999,5.3,12.19,8.2,116,0.17,0.28
76,Human,19,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,550,2450,2248,2667,79.38,12.19,15.71,1698,0.5,8.14
76,Human,20,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,3199,3000,3127,3330,3.93,12.19,6.1,-72,0.06,9.91
76,Human,21,5,No-promo_Positive-impact_Baseline-forecast,5,0,no promo,0,1,positive,1,0,baseline,0,1,human,1,Human,1,2973,3000,3421,3001,0.93,12.19,14,448,0.14,0.03
76,Human,22,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,2367,4400,4212,4001,40.84,12.19,5.27,1845,0.08,9.97
76,Human,23,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,1152,2000,2112,2490,53.73,12.19,15.18,960,0.3,19.68
76,Human,24,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,2520,2300,2366,2506,0.56,12.19,5.59,-154,0.09,8.22
77,Human,1,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,127,740,735,746,82.98,14.63,1.47,608,0.04,0.8
77,Human,2,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,4601,4400,4150,3768,22.11,14.63,10.14,-451,0.57,16.77
77,Human,3,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,2243,2350,2100,2480,9.56,14.63,15.32,-143,0.19,5.24
77,Human,5,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,410,3500,3350,3601,88.61,14.63,6.97,2940,0.3,2.8
77,Human,6,5,No-promo_Positive-impact_Baseline-forecast,5,0,no promo,0,1,positive,1,0,baseline,0,1,human,1,Human,1,1702,1530,1550,1499,13.54,14.63,3.4,-152,0.03,2.07
77,Human,7,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,1006,2150,2500,2320,56.64,14.63,7.76,1494,0.16,7.33
77,Human,8,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,3556,4527,3550,4434,19.8,14.63,19.94,-6,0.26,2.1
77,Human,9,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,4324,4000,4400,3698,16.93,14.63,18.98,76,0.18,8.17
77,Human,10,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,2044,2050,1950,1906,7.24,14.63,2.31,-94,0.04,7.56
77,Human,11,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,780,900,900,1017,23.3,14.63,11.5,120,0.14,11.5
77,Human,12,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,1353,1300,1350,1260,7.38,14.63,7.14,-3,0.06,3.17
77,Human,13,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,1752,2400,2100,2449,28.46,14.63,14.25,348,0.18,2
77,Human,14,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,3321,3500,3150,3301,0.61,14.63,4.57,-171,0.07,6.03
77,Human,15,5,No-promo_Positive-impact_Baseline-forecast,5,0,no promo,0,1,positive,1,0,baseline,0,1,human,1,Human,1,427,510,550,521,18.04,14.63,5.57,123,0.06,2.11
77,Human,16,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,780,850,900,796,2.01,14.63,13.07,120,0.24,6.78
77,Human,17,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,3831,4155,4250,3980,3.74,14.63,6.78,419,0.1,4.4
77,Human,18,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,4211,3988,4700,3999,5.3,14.63,17.53,489,0.37,0.28
77,Human,19,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,550,2450,2100,2667,79.38,14.63,21.26,1550,0.68,8.14
77,Human,20,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,3199,3000,3000,3330,3.93,14.63,9.91,-199,0.1,9.91
77,Human,21,5,No-promo_Positive-impact_Baseline-forecast,5,0,no promo,0,1,positive,1,0,baseline,0,1,human,1,Human,1,2973,3000,3250,3001,0.93,14.63,8.3,277,0.08,0.03
77,Human,22,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,2367,4400,2450,4001,40.84,14.63,38.77,83,0.56,9.97
77,Human,23,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,1152,2000,3300,2490,53.73,14.63,32.53,2148,0.65,19.68
77,Human,24,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,2520,2300,2300,2506,0.56,14.63,8.22,-220,0.13,8.22
78,Human,1,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,127,740,766,746,82.98,10.86,2.68,639,0.08,0.8
78,Human,2,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,4601,4400,4150,3768,22.11,10.86,10.14,-451,0.57,16.77
78,Human,3,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,2243,2350,2326,2480,9.56,10.86,6.21,83,0.08,5.24
78,Human,4,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,602,1991,1000,2029,70.33,10.86,50.71,398,1.46,1.87
78,Human,5,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,410,3500,3644,3601,88.61,10.86,1.19,3234,0.05,2.8
78,Human,6,5,No-promo_Positive-impact_Baseline-forecast,5,0,no promo,0,1,positive,1,0,baseline,0,1,human,1,Human,1,1702,1530,1567,1499,13.54,10.86,4.54,-135,0.04,2.07
78,Human,7,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,1006,2150,2765,2320,56.64,10.86,19.18,1759,0.41,7.33
78,Human,8,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,3556,4527,4457,4434,19.8,10.86,0.52,901,0.01,2.1
78,Human,9,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,4324,4000,4102,3698,16.93,10.86,10.92,-222,0.1,8.17
78,Human,10,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,2044,2050,1765,1906,7.24,10.86,7.4,-279,0.12,7.56
78,Human,11,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,780,900,1000,1017,23.3,10.86,1.67,220,0.02,11.5
78,Human,12,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,1353,1300,1298,1260,7.38,10.86,3.02,-55,0.03,3.17
78,Human,13,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,1752,2400,2354,2449,28.46,10.86,3.88,602,0.05,2
78,Human,14,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,3321,3500,2800,3301,0.61,10.86,15.18,-521,0.22,6.03
78,Human,15,5,No-promo_Positive-impact_Baseline-forecast,5,0,no promo,0,1,positive,1,0,baseline,0,1,human,1,Human,1,427,510,390,521,18.04,10.86,25.14,-37,0.26,2.11
78,Human,16,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,780,850,866,796,2.01,10.86,8.79,86,0.16,6.78
78,Human,17,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,3831,4155,3200,3980,3.74,10.86,19.6,-631,0.29,4.4
78,Human,18,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,4211,3988,4000,3999,5.3,10.86,0.03,-211,0,0.28
78,Human,19,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,550,2450,2700,2667,79.38,10.86,1.24,2150,0.04,8.14
78,Human,20,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,3199,3000,3000,3330,3.93,10.86,9.91,-199,0.1,9.91
78,Human,21,5,No-promo_Positive-impact_Baseline-forecast,5,0,no promo,0,1,positive,1,0,baseline,0,1,human,1,Human,1,2973,3000,3499,3001,0.93,10.86,16.59,526,0.16,0.03
78,Human,22,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,2367,4400,4398,4001,40.84,10.86,9.92,2031,0.14,9.97
78,Human,23,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,1152,2000,1879,2490,53.73,10.86,24.54,727,0.49,19.68
78,Human,24,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,2520,2300,2698,2506,0.56,10.86,7.66,178,0.12,8.22
79,Human,1,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,127,740,550,746,82.98,17.9,26.27,423,0.77,0.8
79,Human,2,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,4601,4400,4500,3768,22.11,17.9,19.43,-101,1.09,16.77
79,Human,3,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,2243,2350,2300,2480,9.56,17.9,7.26,57,0.09,5.24
79,Human,5,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,410,3500,3500,3601,88.61,17.9,2.8,3090,0.12,2.8
79,Human,6,5,No-promo_Positive-impact_Baseline-forecast,5,0,no promo,0,1,positive,1,0,baseline,0,1,human,1,Human,1,1702,1530,1500,1499,13.54,17.9,0.07,-202,0,2.07
79,Human,7,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,1006,2150,1400,2320,56.64,17.9,39.66,394,0.84,7.33
79,Human,8,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,3556,4527,3500,4434,19.8,17.9,21.06,-56,0.27,2.1
79,Human,9,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,4324,4000,4400,3698,16.93,17.9,18.98,76,0.18,8.17
79,Human,10,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,2044,2050,1500,1906,7.24,17.9,21.3,-544,0.35,7.56
79,Human,11,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,780,900,1000,1017,23.3,17.9,1.67,220,0.02,11.5
79,Human,12,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,1353,1300,1200,1260,7.38,17.9,4.76,-153,0.04,3.17
79,Human,13,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,1752,2400,2400,2449,28.46,17.9,2,648,0.02,2
79,Human,14,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,3321,3500,3000,3301,0.61,17.9,9.12,-321,0.13,6.03
79,Human,15,5,No-promo_Positive-impact_Baseline-forecast,5,0,no promo,0,1,positive,1,0,baseline,0,1,human,1,Human,1,427,510,500,521,18.04,17.9,4.03,73,0.04,2.11
79,Human,16,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,780,850,839,796,2.01,17.9,5.4,59,0.1,6.78
79,Human,17,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,3831,4155,4000,3980,3.74,17.9,0.5,169,0.01,4.4
79,Human,18,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,4211,3988,4400,3999,5.3,17.9,10.03,189,0.21,0.28
79,Human,20,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,3199,3000,2900,3330,3.93,17.9,12.91,-299,0.13,9.91
79,Human,21,5,No-promo_Positive-impact_Baseline-forecast,5,0,no promo,0,1,positive,1,0,baseline,0,1,human,1,Human,1,2973,3000,3200,3001,0.93,17.9,6.63,227,0.07,0.03
79,Human,22,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,2367,4400,4500,4001,40.84,17.9,12.47,2133,0.18,9.97
79,Human,23,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,1152,2000,1000,2490,53.73,17.9,59.84,-152,1.2,19.68
79,Human,24,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,2520,2300,2600,2506,0.56,17.9,3.75,80,0.06,8.22
80,Human,1,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,127,740,950,746,82.98,10.98,27.35,823,0.8,0.8
80,Human,2,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,4601,4400,3400,3768,22.11,10.98,9.77,-1201,0.55,16.77
80,Human,3,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,2243,2350,2645,2480,9.56,10.98,6.65,402,0.08,5.24
80,Human,4,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,602,1991,1991,2029,70.33,10.98,1.87,1389,0.05,1.87
80,Human,5,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,410,3500,3845,3601,88.61,10.98,6.78,3435,0.3,2.8
80,Human,6,5,No-promo_Positive-impact_Baseline-forecast,5,0,no promo,0,1,positive,1,0,baseline,0,1,human,1,Human,1,1702,1530,1492,1499,13.54,10.98,0.47,-210,0,2.07
80,Human,7,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,1006,2150,2800,2320,56.64,10.98,20.69,1794,0.44,7.33
80,Human,8,1,Yes-promo_Positive-impact_Baseline-forecast,1,1,yes promo,1,1,positive,1,0,baseline,0,1,human,1,Human,1,3556,4527,4350,4434,19.8,10.98,1.89,794,0.02,2.1
80,Human,9,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,4324,4000,3950,3698,16.93,10.98,6.81,-374,0.06,8.17
80,Human,10,4,Yes-promo_Negative-impact_Advanced-forecast,4,1,yes promo,1,0,negative,0,1,advanced,1,1,human,1,Human,1,2044,2050,1845,1906,7.24,10.98,3.2,-199,0.05,7.56
80,Human,11,2,Yes-promo_Positive-impact_Advanced-forecast,2,1,yes promo,1,1,positive,1,1,advanced,1,1,human,1,Human,1,780,900,799,1017,23.3,10.98,21.44,19,0.26,11.5
80,Human,12,6,No-promo_Negative-impact_Baseline-forecast,6,0,no promo,0,0,negative,0,0,baseline,0,1,human,1,Human,1,1353,1300,1800,1260,7.38,10.98,42.86,447,0.38,3.17
80,Human,13,3,Yes-promo_Negative-impact_Baseline-forecast,3,1,yes promo,1,0,negative,0,0,baseline,0,1,human,1,Human,1,1752,2400,2799,2449,28.46,10.98,14.29,1047,0.18,2
